# Weather station Astana, Kazakhstan, WMO_ID=35188,selection from 04.01.2018 till 31.12.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=35188&lang=en
#
"Local time in Astana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.08.2018 05:00";"14.2";"723.5";"753.9";"-0.1";"93";"Wind blowing from the north-northwest";"1";"";"";"100%.";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"4.0";"13.1";"";"";"";"";"";"";
"11.08.2018 02:00";"15.0";"723.6";"753.9";"0.0";"89";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"10.08.2018 23:00";"20.1";"723.6";"753.4";"0.1";"66";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"25.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"";"";"13.4";"Trace of precipitation";"12";"";"";"";"";
"10.08.2018 20:00";"20.8";"723.5";"753.2";"-0.6";"60";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"25.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"";"10.0";"12.8";"Trace of precipitation";"12";"";"";"";"";
"10.08.2018 17:00";"21.7";"724.1";"753.7";"0.4";"61";"Wind blowing from the north-west";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.9";"";"";"";"";"";"";
"10.08.2018 14:00";"21.6";"723.7";"753.3";"0.6";"63";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"";"10.0";"14.2";"";"";"";"";"";"";
"10.08.2018 11:00";"22.8";"723.1";"752.5";"0.1";"62";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"23.6";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"";"10.0";"15.0";"";"";"";"";"";"";
"10.08.2018 08:00";"25.2";"723.0";"752.2";"0.1";"43";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"11.7";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"10.08.2018 05:00";"24.3";"722.9";"752.2";"-1.0";"48";"Wind blowing from the south-southwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.5";"";"";"";"";"";"";
"10.08.2018 02:00";"26.1";"723.9";"753.1";"-0.8";"41";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"11.8";"";"";"";"";"";"";
"09.08.2018 23:00";"26.3";"724.7";"753.9";"-0.3";"41";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"";"11.9";"";"";"";"";"";"";
"09.08.2018 20:00";"29.6";"725.0";"753.9";"-0.2";"33";"Wind blowing from the south-southwest";"1";"";"";"60%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.8";"";"";"";"";"";"";
"09.08.2018 17:00";"32.8";"725.2";"753.8";"-0.8";"26";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.7";"";"";"";"";"";"";
"09.08.2018 14:00";"32.6";"726.0";"754.6";"-0.6";"31";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"13.5";"";"";"";"";"";"";
"09.08.2018 11:00";"30.0";"726.6";"755.5";"0.1";"40";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"19.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.8";"";"";"";"";"";"";
"09.08.2018 08:00";"23.3";"726.5";"756.0";"0.2";"64";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.0";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"16.0";"";"";
"09.08.2018 05:00";"20.0";"726.3";"756.1";"0.2";"69";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.2";"";"";"";"";"";"";
"09.08.2018 02:00";"21.8";"726.1";"755.8";"-0.1";"65";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"08.08.2018 23:00";"25.1";"726.2";"755.5";"0.4";"49";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"30.9";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"08.08.2018 20:00";"28.3";"725.8";"754.8";"0.7";"42";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"30.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"14.0";"";"";"";"";"";"";
"08.08.2018 17:00";"30.2";"725.1";"753.9";"-1.4";"39";"Wind blowing from the south-southwest";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"14.9";"";"";"";"";"";"";
"08.08.2018 14:00";"30.1";"726.5";"755.4";"-0.3";"37";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.7";"";"";"";"";"";"";
"08.08.2018 11:00";"27.6";"726.8";"755.9";"-0.3";"45";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"15.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.7";"";"";"";"";"";"";
"08.08.2018 08:00";"21.2";"727.1";"756.8";"0.4";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.2";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"13.0";"";"";
"08.08.2018 05:00";"16.2";"726.7";"756.9";"0.6";"94";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"08.08.2018 02:00";"16.5";"726.1";"756.4";"0.0";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"";"";"";"";"";"";
"07.08.2018 23:00";"19.6";"726.1";"756.0";"0.4";"82";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"07.08.2018 20:00";"23.3";"725.7";"755.2";"0.8";"59";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"07.08.2018 17:00";"25.9";"724.9";"754.0";"0.5";"48";"Wind blowing from the north-northeast";"4";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.9";"";"";"";"";"";"";
"07.08.2018 14:00";"25.8";"724.4";"753.6";"-0.1";"55";"Wind blowing from the north-northwest";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.0";"";"";"";"";"";"";
"07.08.2018 11:00";"23.3";"724.5";"753.9";"-0.1";"64";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"16.2";"";"Stratocumulus cumulogenitus.";"40%.";"1500-2000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"10.0";"16.2";"";"";"";"";"";"";
"07.08.2018 08:00";"19.8";"724.6";"754.3";"0.2";"77";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"1500-2000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"10.0";"15.6";"";"";"Surface of ground moist.";"14.0";"";"";
"07.08.2018 05:00";"17.1";"724.4";"754.5";"-0.1";"90";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"15.4";"";"";"";"";"";"";
"07.08.2018 02:00";"19.1";"724.5";"754.3";"-0.7";"75";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"14.5";"";"";"";"";"";"";
"06.08.2018 23:00";"20.1";"725.2";"754.9";"-0.6";"69";"Wind blowing from the east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.2";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"";"14.3";"0.3";"12";"";"";"";"";
"06.08.2018 20:00";"21.2";"725.8";"755.5";"-0.7";"65";"Wind blowing from the east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.2";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"1000-1500";"";"";"10.0";"14.3";"0.3";"12";"";"";"";"";
"06.08.2018 17:00";"21.6";"726.5";"756.2";"0.1";"61";"Wind blowing from the east-northeast";"2";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"10.0";"13.8";"";"";"";"";"";"";
"06.08.2018 14:00";"26.5";"726.4";"755.5";"-0.6";"52";"Wind blowing from the east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"";"10.0";"15.7";"";"";"";"";"";"";
"06.08.2018 11:00";"22.8";"727.0";"756.6";"0.2";"57";"Wind blowing from the north-east";"2";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"17.3";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"4.0";"13.8";"Trace of precipitation";"12";"";"";"";"";
"06.08.2018 08:00";"19.5";"726.8";"756.7";"-0.7";"68";"Wind blowing from the north-east";"2";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"";"10.0";"13.3";"Trace of precipitation";"12";"Surface of ground moist.";"15.0";"";"";
"06.08.2018 05:00";"17.9";"727.5";"757.6";"-0.6";"75";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"13.4";"";"";"";"";"";"";
"06.08.2018 02:00";"20.2";"728.1";"758.0";"-0.4";"66";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"13.7";"";"";"";"";"";"";
"05.08.2018 23:00";"21.3";"728.5";"758.4";"-0.4";"59";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"";"28.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"";"";"13.0";"";"";"";"";"";"";
"05.08.2018 20:00";"23.3";"728.9";"758.5";"0.1";"55";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"28.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"05.08.2018 17:00";"27.1";"728.8";"758.0";"-0.5";"39";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.8";"";"";"";"";"";"";
"05.08.2018 14:00";"27.4";"729.3";"758.5";"-0.3";"39";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"12.3";"";"";"";"";"";"";
"05.08.2018 11:00";"24.2";"729.6";"759.1";"0.5";"51";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"12.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"13.3";"";"";"";"";"";"";
"05.08.2018 08:00";"17.4";"729.1";"759.4";"0.6";"65";"Wind blowing from the north-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"10.8";"";"";"Surface of ground wet (standing water in small or large pools on surface).";"11.0";"";"";
"05.08.2018 05:00";"13.0";"728.5";"759.3";"0.6";"82";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.9";"";"";"";"";"";"";
"05.08.2018 02:00";"16.0";"727.9";"758.2";"0.4";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"04.08.2018 23:00";"18.2";"727.5";"757.6";"0.8";"91";"Wind blowing from the north-east";"1";"";"";"no clouds";"Mist. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"30.0";"";"";"";"";"";"";"16.7";"13.0";"12";"";"";"";"";
"04.08.2018 20:00";"21.6";"726.7";"756.3";"1.4";"79";"Wind blowing from the north-northeast";"1";"";"";"no clouds";"Clouds generally dissolving or becoming less developed. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"30.0";"";"";"";"";"";"10.0";"17.8";"13.0";"12";"";"";"";"";
"04.08.2018 17:00";"22.0";"725.3";"754.9";"0.5";"73";"Wind blowing from the south";"1";"";"16";"70 – 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.0";"";"";"";"";"";"";
"04.08.2018 14:00";"24.7";"724.8";"754.1";"-0.1";"48";"Wind blowing from the south-southwest";"4";"";"";"60%.";"Thunderstorm (with or without precipitation). ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.0";"";"";"";"";"";"";
"04.08.2018 11:00";"27.4";"724.9";"754.0";"-0.2";"39";"Wind blowing from the south-southwest";"3";"";"";"60%.";" ";"";"";"15.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.3";"";"";"";"";"";"";
"04.08.2018 08:00";"20.2";"725.1";"754.9";"0.5";"62";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.7";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"12.0";"";"";
"04.08.2018 05:00";"17.0";"724.6";"754.8";"-0.6";"77";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"04.08.2018 02:00";"16.2";"725.2";"755.4";"-0.2";"83";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"03.08.2018 23:00";"18.1";"725.4";"755.4";"-0.3";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"03.08.2018 20:00";"23.8";"725.7";"755.2";"-0.1";"44";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"10.0";"10.9";"";"";"";"";"";"";
"03.08.2018 17:00";"26.7";"725.8";"755.0";"-0.5";"37";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.8";"";"";"";"";"";"";
"03.08.2018 14:00";"25.7";"726.3";"755.6";"-0.7";"41";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.3";"";"";"";"";"";"";
"03.08.2018 11:00";"23.5";"727.0";"756.6";"-0.6";"51";"Wind blowing from the east-northeast";"2";"";"";"20–30%.";" ";"";"";"12.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"03.08.2018 08:00";"17.6";"727.6";"757.8";"0.2";"76";"Wind blowing from the north-northeast";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.2";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"11.0";"";"";
"03.08.2018 05:00";"13.3";"727.4";"758.1";"-0.6";"88";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.3";"";"";"";"";"";"";
"03.08.2018 02:00";"14.9";"728.0";"758.5";"0.0";"87";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"02.08.2018 23:00";"17.2";"728.0";"758.2";"0.7";"77";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"26.1";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"02.08.2018 20:00";"20.3";"727.3";"757.2";"0.6";"63";"Wind blowing from the east-northeast";"3";"";"";"40%.";" ";"";"";"";"26.1";"Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.0";"";"";"";"";"";"";
"02.08.2018 17:00";"25.0";"726.7";"756.1";"0.0";"44";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.9";"";"";"";"";"";"";
